http://scriptbrasil.com.br,301,Script Brasil - O maior portal de scripts em língua portuguesa,3,4,5,6
http://www.fazenda.pbh.gov.br,200,Attribute Error,,,,
http://www.hometoys.com,200,"AV &amp; Automation Stories, Videos, Articles, Interviews, Reviews &amp; News  | HomeToys",,,,
http://www.mobilitysite.com,301,Attribute Error,,,,
http://files.dns-sd.org,200,DNS Service Discovery (dns-sd) Files,,,,
http://ww1.pls.terra.com.br,200,Attribute Error,,,,
http://www.arquivonacional.gov.br,200,Attribute Error,,,,
http://www.canaldoimovel.com.br,301,"Im&oacute;veis, casas e apartamentos para compra, venda e aluguel  - Canal do Im&oacute;vel",,,,
http://www.ctsp.org.br,200,Unicode Error,,,,
http://www.ericphelps.com,200,Eric Phelps,,,,
http://www.home--theater.com,302,Attribute Error,,,,
http://www.htforum.com,302,HT Forum,,,,
http://www.stargeek.com,200,Attribute Error,,,,
http://www.tek-tips.com,200,Tek-Tips Information Technology Professional Forums,,,,
http://www.tekworkshop.com,200,Attribute Error,,,,
http://www.thenational.ae,200,Latest and breaking news | thenational.ae - The National,,,,
http://www.thenational.ae,200,Latest and breaking news | thenational.ae - The National,,,,
http://www.google.org,200,"
      Google.org
    ",,,,
http://viajeaqui.abril.com.br,301,"  Guia 4 Rodas - A gente vai antes para você ir melhor.
 ",,,,
http://www.timaticweb.com,301,Timaticweb,,,,
http://groups.google.com,302,Grupos do Google,,,,
http://groups.google.com,302,Grupos do Google,,,,
http://portaldaviagem.abril.uol.com.br,302,Attribute Error,,,,
http://buscon.rae.es,200,Attribute Error,,,,
http://help.sap.com,200,Unicode Error,,,,
http://www.2jovem.com,302,Attribute Error,,,,
http://www.dialpad.com,200,Attribute Error,,,,
http://www.ibmhardware.com,302,Attribute Error,,,,
http://www.sfreinobreza.com,302,Attribute Error,,,,
http://www.aromatic.com,463,Attribute Error,,,,
http://support.microsoft.com,301,Microsoft Support,,,,
http://www.johnsoncontrols.com,200,United States | Johnson Controls Inc.,,,,
http://databases.aspfaq.com,200,Databases,,,,
http://en.ecgpedia.org,301,HTTPError,,,,
http://www.alfac.com.br,200,HTTPError,,,,
http://www.brugadadrugs.org,200,HTTPError,,,,
http://www.chrillo.info,200,HTTPError,,,,
http://www.geekzone.co.nz,200,HTTPError,,,,
http://www.geekzone.co.nz,200,HTTPError,,,,
http://www.homedirector.com,200,HTTPError,,,,
http://www.luciluz.es,200,"LUCILUZ.ES - Tienda online de lámparas, ventiladores de techo",,,,
http://www.ncbi.nlm.nih.gov,200,National Center for Biotechnology Information,,,,
http://www.rxlist.com,200,HTTPError,,,,
http://ca.miramar.com,301,HTTPError,,,,
http://download.intel.com,403,HTTPError,,,,
http://marriott.com,301,HTTPError,,,,
http://marriott.com,301,HTTPError,,,,
http://moglobo.globo.com,301,"
Jornal O Globo | Notícias Online
",,,,
http://office.microsoft.com,301,Microsoft Office | Melhor Pacote de Aplicativos Essenciais,,,,
http://www.cnq.org.br,301,Unicode Error,,,,
http://www.crg-online.com,301,Control Risks Online Solutions,,,,
http://www.microsoft.com,200,HTTPError,,,,
http://www.microsoft.com,200,HTTPError,,,,
http://www.microsoft.com,200,HTTPError,,,,
http://www.microsoft.com,200,HTTPError,,,,
http://www.microsoft.com,200,HTTPError,,,,
http://www.microsoft.com,200,HTTPError,,,,
http://www.microsoft.com,200,HTTPError,,,,
http://www.primeoutlets.com,301,Premium Outlets: Shopping That's Always Worth The Trip,,,,
http://www.sgcperfis.com.br,301,SGC Perfis,,,,
https://cableorganizer.com,301,CableOrganizer.com - The Best Prices on Wire Management Solutions,,,,
https://iomega-na-en.custhelp.com,301,LenovoEMC Support &amp; Downloads &raquo; Home,,,,
https://websmp203.sap-ag.de,301,SAP Service Marketplace - Home,,,,
https://websmp209.sap-ag.de,301,SAP Service Marketplace - Home,,,,
http://blogs.computerworld.com,301,Blogs | Computerworld,,,,
http://blogs.zdnet.com,301,Blogs | ZDNet,,,,
http://ca.miramar.com,301,HTTPError,,,,
http://excel.tips.net,200,Microsoft Excel Tips - Excel.Tips.Net,,,,
http://forum.clubedohardware.com.br,200,HTTPError,,,,
http://forum.clubedohardware.com.br,200,HTTPError,,,,
http://guia4rodas.abril.com.br,301,"  Guia 4 Rodas - A gente vai antes para você ir melhor.
 ",,,,
http://idec.org.br,301,P&aacute;gina Inicial | Idec - Instituto Brasileiro de Defesa do Consumidor,,,,
http://kbalertz.com,301,KBAlertz.com: Index,,,,
http://marriott.com,301,HTTPError,,,,
http://office.microsoft.com,301,Microsoft Office - Tools to Get Work Done | Sign in,,,,
http://onguardonline.gov,301,OnGuard Online,,,,
http://pocketpc.pdablast.com,301,"pdaBlast! - The PDA, Smartphone, and Gadget Blog",,,,
http://scratchpad.wikicities.com,301,Collaborative communities for everyone!,,,,
http://svr10.hometech.com,301,Home Technology  &raquo; ,,,,
http://www.9thtee.com,301,9th Tee,,,,
http://www.americanas.com.br,200,HTTPError,,,,
http://www.apple.com,200,Apple,,,,
http://www.brugada.org,301,Fundació Brugada ,,,,
http://www.creativeview.co.uk,301,HTTPError,,,,
http://www.escutaaerea.com.br,301,Rádio Escuta Aérea - Webradio do portal pilotocomercial,,,,
http://www.fastshop.com.br,200,HTTPError,,,,
http://www.fastshop.com.br,200,HTTPError,,,,
http://www.fastshop.com.br,200,HTTPError,,,,
