http://www.chinese-tools.com/tools/mouse.html,True,HTTPError,r,r,r
http://zattoo.com/watch/deluxe-music,True,Zattoo,,,
http://zattoo.com/browse,True,Zattoo,,,
http://zattoo.com/browse,True,Zattoo,,,
http://www.youtube.com/,True,YouTube,,,
http://www.w3schools.com/xpath/,True,XPath Tutorial,,,
http://www.kitchen.philips.com/,True,Philips Kitchen Experience,,,
http://go.microsoft.com/fwlink/?LinkId=68927,True,Microsoft OneDrive - Access files anywhere. Create docs with free Office Online.,,,
http://go.microsoft.com/fwlink/?LinkId=68925,True,Sign In,,,
http://go.microsoft.com/fwlink/?LinkId=70742,True,"
	Gadgets have been discontinued - Microsoft Windows
",,,
http://it.wikibooks.org/wiki/Wikibooks:Fonti_librarie,True,"Wikibooks:Fonti librarie - Wikibooks, manuali e libri di testo liberi",,,
http://www.whatsim.com/en,True,ChatSim is the first SIM card that lets you chat for free anywhere in the world,,,
http://viaggi.repubblica.it/weekend/italia/sardegna,True, | Repubblica Viaggi,,,
http://go.microsoft.com/fwlink/?LinkId=121315,True,Personalize Your Web Browser,,,
http://www.hackhowtofaq.com/blog/web-scraping-with-scrapy/,True,Web Scraping with Scrapy - HackHowToFaq,,,
http://www.goldenfrog.com/vyprvpn/features/performance,True,"
      VyprVPN - Superior VPN Performance | Golden Frog
    ",,,
https://www.boxpn.com/vpn-server-network.aspx,True,HTTPError,,,
http://www.italiansubs.net/forum/hardware-software/vpn-con-ip-italiano/,True,VPN con IP italiano Hardware &amp; Software ITASA - La community italiana dei sottotitoli,,,
https://maps.google.com/,True,Google Maps,,,
http://www.tripadvisor.com/Hotels-g194949-Villasimius_Province_of_Cagliari_Sardinia-Hotels.html,True,"30 Best Villasimius Hotels on TripAdvisor - Prices &amp; Reviews for the Top Rated Accommodation in Villasimius, Italy",,,
http://www.rai.tv/dl/RaiTV/programmi/media/ContentItem-c65cb4f0-2a36-403b-bec7-71e1444e1b1f.html,True,Video Rai.TV - La Grande Storia 2013 - Paolo VI. Il Papa dimenticato - La Grande Storia del 16/08/2013,,,
http://www.rai.tv/dl/RaiTV/programmi/media/ContentItem-e198edb3-f40e-4e5c-b9d2-42608a90d94e.html#p=,True,Video Rai.TV - Doc 3 - Trashed. Verso rifiuti zero - Doc 3 del 23/07/2014,,,
https://www.airbnb.com/?af=1922719&c=A_TC%3Dm84nccm9s3%26G_MT%3De%26G_CR%3D22111491256%26G_N%3Dg%26G_K%3Dairbnb%26G_P%3D&gclid=CJ2rt-OJ0rwCFYVZ7AodiHoAxw,False,HTTPError,,,
http://qnundrum.com/answer.php?q=353935,False,Use Scrapy and Selenium to scrape pages that require login and use javascript to load data.,,,
http://go.microsoft.com/fwlink/?LinkId=129791,True,Choose USA.gov RSS feeds,,,
